association_type,left,right,pearson,spearman,effect_size,support,high_association
numeric_pair,cpc,engaged_sessions_90d,-0.014396259745373638,-0.057303764604283665,,27532,False
numeric_pair,cpc,ai_sessions_90d,-0.008519658499763957,-0.05165894074597396,,27532,False
numeric_pair,cpc,scroll_events_90d,-0.0146670171306601,-0.11213432548454903,,27532,False
numeric_pair,cpc,days_with_impressions,-0.036898989418088085,-0.03645123220505386,,27532,False
numeric_pair,cpc,days_with_sessions,-0.04608115962337882,-0.06600652615303498,,27532,False
numeric_pair,cpc,impressions_last_30d,-0.017471821483994013,-0.05028414315011764,,27532,False
numeric_pair,cpc,clicks_last_30d,-0.022812129480747935,-0.09304834315313244,,27532,False
numeric_pair,cpc,sessions_last_30d,-0.02802937307417649,-0.034176291136361676,,27532,False
numeric_pair,cpc,impressions_prev_30d,-0.025443711229430316,-0.06588269115366344,,27532,False
numeric_pair,cpc,clicks_prev_30d,-0.02311388504682648,-0.08979964973759066,,27532,False
numeric_pair,cpc,sessions_prev_30d,-0.02300131367843151,-0.08084601821945117,,27532,False
numeric_pair,cpc,content_age_days,0.07206735654072852,0.12531309676264618,,27532,False
numeric_pair,cpc,age_tier_order,0.05603598274986062,0.09884164262344518,,27532,False
numeric_pair,cpc,days_since_last_update,-0.003417464530615864,-0.004529485562697411,,27532,False
numeric_pair,cpc,ctr,-0.0022518698167356844,-0.07904782443844453,,27532,False
numeric_pair,cpc,avg_position,0.04419428083716615,0.07348939463829707,,27532,False
numeric_pair,cpc,engagement_rate,0.004043876594001355,-0.0437577885807005,,27532,False
numeric_pair,cpc,scroll_rate,-0.018809331351968345,-0.08492675374942577,,27408,False
numeric_pair,cpc,ai_traffic_pct,-0.0024142224041318514,-0.04993674024076083,,27532,False
numeric_pair,cpc,trend_pct,0.004838746198033693,0.01904850182505658,,25287,False
numeric_pair,word_count,char_count,0.9392523841008306,0.9707559128768601,,22301,True
numeric_pair,word_count,impressions_90d,0.1633453330697934,0.2986026111864463,,22301,False
numeric_pair,word_count,clicks_90d,0.09127074352630245,0.2044559957188283,,22301,False
numeric_pair,word_count,pageviews_90d,0.35989510465303376,0.4013683479983563,,22301,False
numeric_pair,word_count,sessions_90d,0.33212414196304607,0.39337762885352423,,22301,False
numeric_pair,word_count,users_90d,0.34052123915820875,0.39482681055084734,,22301,False
numeric_pair,word_count,engaged_sessions_90d,0.13454964026317784,0.179909246339853,,22301,False
numeric_pair,word_count,ai_sessions_90d,0.20758647082655804,0.22257648033941202,,22301,False
numeric_pair,word_count,scroll_events_90d,0.14944239635534304,0.2623809064211554,,22301,False
numeric_pair,word_count,days_with_impressions,0.29866970398720505,0.28552326442440873,,22301,False
numeric_pair,word_count,days_with_sessions,0.39068586847123155,0.3743953313479988,,22301,False
numeric_pair,word_count,impressions_last_30d,0.11714996583467932,0.2932224519110759,,22301,False
numeric_pair,word_count,clicks_last_30d,0.09672632697992119,0.23864804680209278,,22301,False
numeric_pair,word_count,sessions_last_30d,0.3385353671856769,0.40529767106783154,,22301,False
numeric_pair,word_count,impressions_prev_30d,0.15251209388631168,0.2917251530462567,,22301,False
numeric_pair,word_count,clicks_prev_30d,0.08755856949996747,0.20489670613194347,,22301,False
numeric_pair,word_count,sessions_prev_30d,0.19867825432443623,0.3536296951727435,,22301,False
numeric_pair,word_count,content_age_days,-0.12103049253560604,-0.17033073687968608,,22301,False
numeric_pair,word_count,age_tier_order,-0.028282506206627468,-0.11048787412957849,,22301,False
numeric_pair,word_count,days_since_last_update,0.30654039918431286,0.15386543872003355,,22301,False
numeric_pair,word_count,ctr,-0.1186364815447646,0.06917765941017245,,22301,False
numeric_pair,word_count,avg_position,0.12381305578024478,0.20176429014115116,,22301,False
numeric_pair,word_count,engagement_rate,-0.0630451517461278,0.11301832684539365,,22301,False
numeric_pair,word_count,scroll_rate,-0.1606880429313125,-0.037774134617053985,,22179,False
numeric_pair,word_count,ai_traffic_pct,0.0070056693041643785,0.21365067854224087,,22301,False
numeric_pair,word_count,trend_pct,-0.009210832056278005,0.04175855605691518,,19167,False
numeric_pair,char_count,impressions_90d,0.1443008003229038,0.2675892564769115,,22301,False
numeric_pair,char_count,clicks_90d,0.08112051239354633,0.1810441856718491,,22301,False
numeric_pair,char_count,pageviews_90d,0.3233511510563897,0.3649426037652228,,22301,False
numeric_pair,char_count,sessions_90d,0.2987396819165993,0.3614033352692995,,22301,False
numeric_pair,char_count,users_90d,0.3067160740827391,0.36320879897663455,,22301,False
numeric_pair,char_count,engaged_sessions_90d,0.11826455388419504,0.15786544117636295,,22301,False
numeric_pair,char_count,ai_sessions_90d,0.1885751440024368,0.21472705748782775,,22301,False
numeric_pair,char_count,scroll_events_90d,0.13350295490286618,0.24087087906964771,,22301,False
numeric_pair,char_count,days_with_impressions,0.25149262995084104,0.24678699677208032,,22301,False
numeric_pair,char_count,days_with_sessions,0.34464691999923047,0.3416827357886369,,22301,False
numeric_pair,char_count,impressions_last_30d,0.10500393325896887,0.2678565428565739,,22301,False
numeric_pair,char_count,clicks_last_30d,0.0863098025848902,0.21809184502773582,,22301,False
numeric_pair,char_count,sessions_last_30d,0.3072884257536854,0.38529070420798595,,22301,False
numeric_pair,char_count,impressions_prev_30d,0.13520484992919915,0.25911976573460416,,22301,False
numeric_pair,char_count,clicks_prev_30d,0.07898261243134655,0.185492205819413,,22301,False
numeric_pair,char_count,sessions_prev_30d,0.1785690710316057,0.3274319838749597,,22301,False
numeric_pair,char_count,content_age_days,-0.1474857787310571,-0.23285716758081074,,22301,False
numeric_pair,char_count,age_tier_order,-0.06139686802211948,-0.17003942958753845,,22301,False
numeric_pair,char_count,days_since_last_update,0.27074163465150497,0.14890071759276835,,22301,False
numeric_pair,char_count,ctr,-0.1080628096478247,0.059989382385675846,,22301,False
numeric_pair,char_count,avg_position,0.09939965209198669,0.1651556177844787,,22301,False
numeric_pair,char_count,engagement_rate,-0.06156624702594021,0.0923868070668769,,22301,False
numeric_pair,char_count,scroll_rate,-0.13946687683476158,-0.03543380092881495,,22179,False
numeric_pair,char_count,ai_traffic_pct,0.007185947912159149,0.205856955228092,,22301,False
numeric_pair,char_count,trend_pct,-0.00696907238405282,0.04365349369093591,,19167,False
numeric_pair,impressions_90d,clicks_90d,0.6962810028467815,0.8264473626486961,,30000,False
numeric_pair,impressions_90d,pageviews_90d,0.5825631456162869,0.7493770786781315,,30000,False
numeric_pair,impressions_90d,sessions_90d,0.6299249915041969,0.7468587646855794,,30000,False
numeric_pair,impressions_90d,users_90d,0.6209736230067752,0.7453816877481647,,30000,False
numeric_pair,impressions_90d,engaged_sessions_90d,0.4998327581347504,0.5589911252182198,,30000,False
numeric_pair,impressions_90d,ai_sessions_90d,0.21679480215309826,0.2423194221582116,,30000,False
numeric_pair,impressions_90d,scroll_events_90d,0.30235054833744757,0.42573386498268484,,30000,False
numeric_pair,impressions_90d,days_with_impressions,0.24004193606420676,0.9176969672197282,,30000,True
numeric_pair,impressions_90d,days_with_sessions,0.600219098276088,0.7754158915416677,,30000,False
numeric_pair,impressions_90d,impressions_last_30d,0.9182434845111616,0.9518842200287196,,30000,True
numeric_pair,impressions_90d,clicks_last_30d,0.6862192192396906,0.7497082515577729,,30000,False
numeric_pair,impressions_90d,sessions_last_30d,0.6018189796283103,0.6791289330049523,,30000,False
numeric_pair,impressions_90d,impressions_prev_30d,0.9725493972804802,0.9735150244544495,,30000,True
numeric_pair,impressions_90d,clicks_prev_30d,0.6610432693932565,0.7402240514839912,,30000,False
numeric_pair,impressions_90d,sessions_prev_30d,0.5237211985322521,0.7118352975734237,,30000,False
numeric_pair,impressions_90d,content_age_days,-0.0007426392446796699,0.009179957532275452,,30000,False
numeric_pair,impressions_90d,age_tier_order,0.007531876631578311,0.026935361731604216,,30000,False
numeric_pair,impressions_90d,days_since_last_update,0.08159715309253857,0.2542095542190339,,30000,False
numeric_pair,impressions_90d,ctr,-0.01894973657977039,0.53980366072351,,30000,False
numeric_pair,impressions_90d,avg_position,-0.07078634151911986,0.07138471051697136,,30000,False
numeric_pair,impressions_90d,engagement_rate,0.02431759808996866,0.48671302169870817,,30000,False
numeric_pair,impressions_90d,scroll_rate,-0.09690450599423982,-0.04343915997090937,,29875,False
numeric_pair,impressions_90d,ai_traffic_pct,-0.008517668028537607,0.23482225117885058,,30000,False
numeric_pair,impressions_90d,trend_pct,0.024187124899783183,0.14780541486099955,,26612,False
numeric_pair,clicks_90d,pageviews_90d,0.6993043220016437,0.7066588863329811,,30000,False
numeric_pair,clicks_90d,sessions_90d,0.7656607478827365,0.7032439966495001,,30000,False
numeric_pair,clicks_90d,users_90d,0.7490015823766659,0.7003001498293354,,30000,False
numeric_pair,clicks_90d,engaged_sessions_90d,0.7337502137228638,0.6097124417844266,,30000,False
numeric_pair,clicks_90d,ai_sessions_90d,0.15476354617957075,0.24991957496390446,,30000,False
numeric_pair,clicks_90d,scroll_events_90d,0.46502737095317775,0.4666687287314248,,30000,False
numeric_pair,clicks_90d,days_with_impressions,0.16601280233174642,0.7373296289439268,,30000,False
numeric_pair,clicks_90d,days_with_sessions,0.561744086142163,0.7556538324003027,,30000,False
numeric_pair,clicks_90d,impressions_last_30d,0.6377761325256699,0.8124278660284698,,30000,False
numeric_pair,clicks_90d,clicks_last_30d,0.9467565709513892,0.8665789560661442,,30000,True
numeric_pair,clicks_90d,sessions_last_30d,0.7020112100781468,0.6299458554431006,,30000,False
numeric_pair,clicks_90d,impressions_prev_30d,0.6933188929261687,0.8089882208659122,,30000,False
numeric_pair,clicks_90d,clicks_prev_30d,0.9765044914616557,0.8712416739380807,,30000,True
numeric_pair,clicks_90d,sessions_prev_30d,0.6945793257797063,0.6866373699608359,,30000,False
numeric_pair,clicks_90d,content_age_days,-0.022678013844618462,-0.045926460888088064,,30000,False
numeric_pair,clicks_90d,age_tier_order,-0.016885498917282818,-0.027424619199188722,,30000,False
numeric_pair,clicks_90d,days_since_last_update,0.04444395650057403,0.14874562967003915,,30000,False
numeric_pair,clicks_90d,ctr,0.010608834300972122,0.8566751059007611,,30000,False
numeric_pair,clicks_90d,avg_position,-0.0993044904508139,-0.13780013879339234,,30000,False
numeric_pair,clicks_90d,engagement_rate,0.030526841381340906,0.5373763740223503,,30000,False
numeric_pair,clicks_90d,scroll_rate,-0.06223526080388645,0.016220100372720474,,29875,False
numeric_pair,clicks_90d,ai_traffic_pct,-0.010368721495304222,0.2421611447429476,,30000,False
numeric_pair,clicks_90d,trend_pct,-0.0017776692643148332,0.1756410878720242,,26612,False
numeric_pair,pageviews_90d,sessions_90d,0.9738970752368805,0.9917766946724059,,30000,True
numeric_pair,pageviews_90d,users_90d,0.9712127514811487,0.9907862838170663,,30000,True
numeric_pair,pageviews_90d,engaged_sessions_90d,0.6659921151582266,0.5961871821339153,,30000,False
numeric_pair,pageviews_90d,ai_sessions_90d,0.3497813696330479,0.2789459893886684,,30000,False
numeric_pair,pageviews_90d,scroll_events_90d,0.5471136952349761,0.6280132235162138,,30000,False
numeric_pair,pageviews_90d,days_with_impressions,0.2321348812004612,0.6843351663125583,,30000,False
numeric_pair,pageviews_90d,days_with_sessions,0.6877401996813504,0.9717294994128335,,30000,True
numeric_pair,pageviews_90d,impressions_last_30d,0.5337229117212213,0.7454386711419501,,30000,False
numeric_pair,pageviews_90d,clicks_last_30d,0.6814749172077971,0.6698913187165397,,30000,False
numeric_pair,pageviews_90d,sessions_last_30d,0.9067793572684626,0.8694349357774597,,30000,True
numeric_pair,pageviews_90d,impressions_prev_30d,0.5631561583555463,0.7415719384751367,,30000,False
numeric_pair,pageviews_90d,clicks_prev_30d,0.66594736766979,0.658179892392428,,30000,False
numeric_pair,pageviews_90d,sessions_prev_30d,0.7833919574263557,0.8217252581113909,,30000,False
numeric_pair,pageviews_90d,content_age_days,-0.04027071021744887,-0.01351066810942138,,30000,False
numeric_pair,pageviews_90d,age_tier_order,-0.016075388671028704,0.016342482326907687,,30000,False
numeric_pair,pageviews_90d,days_since_last_update,0.1867874812595363,0.2709672917704368,,30000,False
numeric_pair,pageviews_90d,ctr,-0.004176860802560363,0.48827132340824314,,30000,False
numeric_pair,pageviews_90d,avg_position,-0.01717740160031458,0.026364179279873085,,30000,False
numeric_pair,pageviews_90d,engagement_rate,0.006455182426245478,0.5063378395560463,,30000,False
numeric_pair,pageviews_90d,scroll_rate,-0.11330289756099216,0.05233105500731252,,29875,False
numeric_pair,pageviews_90d,ai_traffic_pct,-0.006670036385104742,0.2702848756638676,,30000,False
numeric_pair,pageviews_90d,trend_pct,-0.0011894678008699756,0.1531155271208621,,26612,False
numeric_pair,sessions_90d,users_90d,0.9981111361576133,0.9992180584353271,,30000,True
numeric_pair,sessions_90d,engaged_sessions_90d,0.6791581771030085,0.5953263635399064,,30000,False
numeric_pair,sessions_90d,ai_sessions_90d,0.31265424267415837,0.2756699279689153,,30000,False
numeric_pair,sessions_90d,scroll_events_90d,0.6179264055934421,0.6315715213986914,,30000,False
numeric_pair,sessions_90d,days_with_impressions,0.2381941399366847,0.684238479782419,,30000,False
numeric_pair,sessions_90d,days_with_sessions,0.6915867776165318,0.9789467541661848,,30000,True
numeric_pair,sessions_90d,impressions_last_30d,0.5733851801433927,0.7482083417350456,,30000,False
numeric_pair,sessions_90d,clicks_last_30d,0.733911149470852,0.669425041659657,,30000,False
numeric_pair,sessions_90d,sessions_last_30d,0.8775855967757169,0.8832956849984068,,30000,False
numeric_pair,sessions_90d,impressions_prev_30d,0.6131255279934815,0.7393844034540281,,30000,False
numeric_pair,sessions_90d,clicks_prev_30d,0.7330613582325219,0.6598565483765888,,30000,False
numeric_pair,sessions_90d,sessions_prev_30d,0.8371168430637806,0.8269598040065559,,30000,False
numeric_pair,sessions_90d,content_age_days,-0.028435658985930666,0.00040736397739950367,,30000,False
numeric_pair,sessions_90d,age_tier_order,-0.005952339287422601,0.02904881961026755,,30000,False
numeric_pair,sessions_90d,days_since_last_update,0.16164013851496128,0.25647902034693537,,30000,False
numeric_pair,sessions_90d,ctr,-0.006054770958745457,0.4797858244070395,,30000,False
numeric_pair,sessions_90d,avg_position,-0.03262851028012796,0.011258935435404887,,30000,False
numeric_pair,sessions_90d,engagement_rate,0.0058949375143259415,0.5038575751575711,,30000,False
numeric_pair,sessions_90d,scroll_rate,-0.11059466926327458,0.06275999179741557,,29875,False
numeric_pair,sessions_90d,ai_traffic_pct,-0.010088032606387626,0.2670910051502761,,30000,False
numeric_pair,sessions_90d,trend_pct,-0.0031619976303836096,0.1675666014185542,,26612,False
numeric_pair,users_90d,engaged_sessions_90d,0.67244547836831,0.5934378700214462,,30000,False
numeric_pair,users_90d,ai_sessions_90d,0.3115116222056301,0.27586626981848256,,30000,False
numeric_pair,users_90d,scroll_events_90d,0.6412610273795453,0.6320970524643895,,30000,False
numeric_pair,users_90d,days_with_impressions,0.23765640114847103,0.6830353852131882,,30000,False
numeric_pair,users_90d,days_with_sessions,0.6844053318374278,0.9785419736319074,,30000,True
numeric_pair,users_90d,impressions_last_30d,0.5639287723781727,0.746949942203241,,30000,False
numeric_pair,users_90d,clicks_last_30d,0.7172140360365111,0.6671998107254051,,30000,False
numeric_pair,users_90d,sessions_last_30d,0.8672464234318723,0.8837432319193571,,30000,False
numeric_pair,users_90d,impressions_prev_30d,0.6045109237028137,0.7380723522116219,,30000,False
numeric_pair,users_90d,clicks_prev_30d,0.7182346651275796,0.657473869301069,,30000,False
numeric_pair,users_90d,sessions_prev_30d,0.8435602433224797,0.8256359227892737,,30000,False
numeric_pair,users_90d,content_age_days,-0.02749662329006244,-0.0003614985294503219,,30000,False
numeric_pair,users_90d,age_tier_order,-0.00426629969302657,0.028401236119319585,,30000,False
numeric_pair,users_90d,days_since_last_update,0.16544234683508166,0.2569774319261593,,30000,False
numeric_pair,users_90d,ctr,-0.00664190511849986,0.47645902540432206,,30000,False
numeric_pair,users_90d,avg_position,-0.030061699855348636,0.011771583384239845,,30000,False
numeric_pair,users_90d,engagement_rate,0.005219656492334267,0.5017835559885632,,30000,False
numeric_pair,users_90d,scroll_rate,-0.10993027394967117,0.06388818897275045,,29875,False
numeric_pair,users_90d,ai_traffic_pct,-0.009936464992286816,0.26728849378196196,,30000,False
numeric_pair,users_90d,trend_pct,-0.003703847804989134,0.16692546140750888,,26612,False
numeric_pair,engaged_sessions_90d,ai_sessions_90d,0.23736401153805428,0.28013361822578126,,30000,False
numeric_pair,engaged_sessions_90d,scroll_events_90d,0.43679321545226024,0.6214374476951617,,30000,False
numeric_pair,engaged_sessions_90d,days_with_impressions,0.16359415623921664,0.4640295978174303,,30000,False
numeric_pair,engaged_sessions_90d,days_with_sessions,0.5274296975830335,0.6244040437943037,,30000,False
numeric_pair,engaged_sessions_90d,impressions_last_30d,0.4532766932360407,0.5545548967569389,,30000,False
numeric_pair,engaged_sessions_90d,clicks_last_30d,0.7055828797969885,0.5962144340574907,,30000,False
numeric_pair,engaged_sessions_90d,sessions_last_30d,0.6308480724330396,0.5429969191435363,,30000,False
numeric_pair,engaged_sessions_90d,impressions_prev_30d,0.4860649856446886,0.5485417883922303,,30000,False
numeric_pair,engaged_sessions_90d,clicks_prev_30d,0.7279323475615767,0.5955363787235013,,30000,False
numeric_pair,engaged_sessions_90d,sessions_prev_30d,0.5733767766888155,0.5796109560823398,,30000,False
numeric_pair,engaged_sessions_90d,content_age_days,-0.003433488836405592,0.007581476588717962,,30000,False
numeric_pair,engaged_sessions_90d,age_tier_order,0.003979316931880426,0.021859304443599365,,30000,False
numeric_pair,engaged_sessions_90d,days_since_last_update,0.0816718869758139,0.1414209429213955,,30000,False
numeric_pair,engaged_sessions_90d,ctr,0.009095817579652865,0.4413687687327856,,30000,False
numeric_pair,engaged_sessions_90d,avg_position,-0.05450934577198967,-0.048628275238593074,,30000,False
numeric_pair,engaged_sessions_90d,engagement_rate,0.13506627239506147,0.9661289004781713,,30000,True
numeric_pair,engaged_sessions_90d,scroll_rate,-0.046357386858220086,0.20977609942232894,,29875,False
numeric_pair,engaged_sessions_90d,ai_traffic_pct,-0.0017923165249443512,0.2703770713497668,,30000,False
numeric_pair,engaged_sessions_90d,trend_pct,0.0015983928683932704,0.14013796413769514,,26612,False
numeric_pair,ai_sessions_90d,scroll_events_90d,0.12786567093976853,0.2586122606392373,,30000,False
numeric_pair,ai_sessions_90d,days_with_impressions,0.09461914635573616,0.19400436248858757,,30000,False
numeric_pair,ai_sessions_90d,days_with_sessions,0.2960821389166735,0.27923728894144606,,30000,False
numeric_pair,ai_sessions_90d,impressions_last_30d,0.1989163569145685,0.2308688860060699,,30000,False
numeric_pair,ai_sessions_90d,clicks_last_30d,0.15641447151782512,0.25288349733968396,,30000,False
numeric_pair,ai_sessions_90d,sessions_last_30d,0.3038466646423337,0.25158047215571566,,30000,False
numeric_pair,ai_sessions_90d,impressions_prev_30d,0.20653344141722768,0.240130178043902,,30000,False
numeric_pair,ai_sessions_90d,clicks_prev_30d,0.1472792871009699,0.24840057034534915,,30000,False
numeric_pair,ai_sessions_90d,sessions_prev_30d,0.18694965561501056,0.26885508120813195,,30000,False
numeric_pair,ai_sessions_90d,content_age_days,-0.03277569540530263,-0.01600836444637183,,30000,False
numeric_pair,ai_sessions_90d,age_tier_order,-0.012630772069806796,0.0012831859428512218,,30000,False
numeric_pair,ai_sessions_90d,days_since_last_update,0.11657986774119247,0.12845168954461117,,30000,False
numeric_pair,ai_sessions_90d,ctr,-0.0030937841484025095,0.15907265713420984,,30000,False
numeric_pair,ai_sessions_90d,avg_position,0.035971468824551635,0.06633971181254458,,30000,False
numeric_pair,ai_sessions_90d,engagement_rate,0.01637743683040518,0.2113130991924835,,30000,False
numeric_pair,ai_sessions_90d,scroll_rate,-0.044310349710681346,0.028101432653520546,,29875,False
numeric_pair,ai_sessions_90d,ai_traffic_pct,0.28025194188236874,0.9987309049002764,,30000,True
numeric_pair,ai_sessions_90d,trend_pct,-0.003464768782169409,0.036630330569955134,,26612,False
numeric_pair,scroll_events_90d,days_with_impressions,0.10149616707120668,0.33375218447911975,,30000,False
numeric_pair,scroll_events_90d,days_with_sessions,0.32167174556212613,0.624447600220478,,30000,False
numeric_pair,scroll_events_90d,impressions_last_30d,0.24303987030028845,0.40043671914302037,,30000,False
numeric_pair,scroll_events_90d,clicks_last_30d,0.40234428442919296,0.4593804215164901,,30000,False
numeric_pair,scroll_events_90d,sessions_last_30d,0.3499606937570368,0.479192739642653,,30000,False
numeric_pair,scroll_events_90d,impressions_prev_30d,0.2976313395442492,0.41760569704251593,,30000,False
numeric_pair,scroll_events_90d,clicks_prev_30d,0.45692951348761185,0.4626921131115,,30000,False
numeric_pair,scroll_events_90d,sessions_prev_30d,0.7248390450410053,0.5026667190472921,,30000,False
numeric_pair,scroll_events_90d,content_age_days,-0.027214250245740264,-0.13092214156924933,,30000,False
numeric_pair,scroll_events_90d,age_tier_order,-0.014447939754546479,-0.11583074601040136,,30000,False
numeric_pair,scroll_events_90d,days_since_last_update,0.04639208463249307,0.08148436694115166,,30000,False
numeric_pair,scroll_events_90d,ctr,0.0016927694489415408,0.3124898828864884,,30000,False
numeric_pair,scroll_events_90d,avg_position,-0.020756211875495836,-0.06811186872323002,,30000,False
numeric_pair,scroll_events_90d,engagement_rate,0.02537600328019776,0.5599469724124343,,30000,False
numeric_pair,scroll_events_90d,scroll_rate,0.027079450787246117,0.7014571988039185,,29875,False
numeric_pair,scroll_events_90d,ai_traffic_pct,-0.0032747760491911495,0.25031698791666,,30000,False
numeric_pair,scroll_events_90d,trend_pct,-0.004865027984541135,0.02515470257930268,,26612,False
numeric_pair,days_with_impressions,days_with_sessions,0.44913187451195496,0.7068505271777447,,30000,False
numeric_pair,days_with_impressions,impressions_last_30d,0.1934589657542501,0.8947581559433568,,30000,False
numeric_pair,days_with_impressions,clicks_last_30d,0.15781429875595882,0.6455351130348163,,30000,False
numeric_pair,days_with_impressions,sessions_last_30d,0.23653812350997236,0.6289899753526258,,30000,False
numeric_pair,days_with_impressions,impressions_prev_30d,0.2261247709041162,0.9119260023058601,,30000,True
numeric_pair,days_with_impressions,clicks_prev_30d,0.14836868153278743,0.6436376205083675,,30000,False
